timeindex,electricity-load-profile,heat-load-profile
2050-01-01T00:00:00Z,0.000103852173848539,0.0001702053094904464
2050-01-01T01:00:00Z,0.000103852173848539,0.00016937029063118902
2050-01-01T02:00:00Z,0.000103852173848539,0.0001883911421644428
2050-01-01T03:00:00Z,0.000103852173848539,0.00022293839915967536
2050-01-01T04:00:00Z,0.000103852173848539,0.0002666388019747515
2050-01-01T05:00:00Z,0.000103852173848539,0.0002669507678979022
2050-01-01T06:00:00Z,0.000103852173848539,0.0002815169554984452
2050-01-01T07:00:00Z,0.000103852173848539,0.000273410521293486
2050-01-01T08:00:00Z,0.000103852173848539,0.00026085978342889007
2050-01-01T09:00:00Z,0.000103852173848539,0.000248881007628447
2050-01-01T10:00:00Z,0.000103852173848539,0.00024248414304714358
2050-01-01T11:00:00Z,0.000103852173848539,0.0002313153810744743
2050-01-01T12:00:00Z,0.000103852173848539,0.0002256624218635653
2050-01-01T13:00:00Z,0.000103852173848539,0.00022979336693561785
2050-01-01T14:00:00Z,0.000103852173848539,0.00023450339164389575
2050-01-01T15:00:00Z,0.000103852173848539,0.00023444616676568527
2050-01-01T16:00:00Z,0.000103852173848539,0.0002481073521785207
2050-01-01T17:00:00Z,0.000103852173848539,0.00025318379876357024
2050-01-01T18:00:00Z,0.000103852173848539,0.0002506756659016754
2050-01-01T19:00:00Z,0.000103852173848539,0.00025033691330992415
2050-01-01T20:00:00Z,0.000103852173848539,0.00024195812670010564
2050-01-01T21:00:00Z,0.000103852173848539,0.00021310011310836117
2050-01-01T22:00:00Z,0.000103852173848539,0.0001878651563031893
2050-01-01T23:00:00Z,0.000103852173848539,0.00016893381625225935
2050-01-02T00:00:00Z,0.000103852173848539,0.00015515670129018786
2050-01-02T01:00:00Z,0.000103852173848539,0.00016186903101486817
2050-01-02T02:00:00Z,0.000103852173848539,0.00017096008878417798
2050-01-02T03:00:00Z,0.000103852173848539,0.00018613562583312686
2050-01-02T04:00:00Z,0.0001335242235195502,0.00022754712834986842
2050-01-02T05:00:00Z,0.0001335242235195502,0.0002863292600447613
